Code,Tag No,Equipment Class,Trade,Work Type,Request Date,WO Start Date,WO End Date,Total Hours Work
111201/1/2,Comp_E,ELECTRIC MOTOR,WORKSHOP,CORRECTIVE,14000104,14000108,14000111,14
110295/7,Comp_D,COMPRESSOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14000102,14000103,14000103,6
110295/6,Comp_D,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000102,14000103,14000104,6
201496,Comp_B,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14041209,14041209,14041209,5
201391,Comp_B,COMPRESSOR,MACHINERY,CORRECTIVE,14041206,14041208,14041208,3
201092,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14041127,14041126,14041126,5
200910,Comp_B,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14041121,14041122,14041123,2
200871,Comp_C,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14041120,14041120,14041120,2
200870,Comp_B,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14041120,14041120,14041120,2
200693,Comp_B,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14041114,14041116,14041116,8
197796,Comp_B,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040906,14040906,14040906,16
197780/4/2,Comp_A,PUMP,WORKSHOP,CORRECTIVE,14040915,14040916,14040916,12
197780/4/1,Comp_A,PUMP,ELECTRICAL,CORRECTIVE,14040912,14040920,14040920,8
197780/4,Comp_A,PUMP,WORKSHOP,CORRECTIVE,14040912,14040912,14040922,8
197780/3,Comp_A,PUMP,CRAFT,CORRECTIVE,14040906,14040906,14040906,8
197780/2,Comp_A,PUMP,ELECTRICAL,CORRECTIVE,14040906,14040906,14040906,6
197780,Comp_A,PUMP,MACHINERY,CORRECTIVE,14040906,14040906,14040906,9
197677,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040903,14040904,14040904,10
197654,Comp_B,COMPRESSOR,ELECTRICAL,CORRECTIVE,14040903,14040902,14040902,3
197653,Comp_A,COMPRESSOR,ELECTRICAL,CORRECTIVE,14040903,14040902,14040902,2
197644,Comp_B,ELECTRIC MOTOR,ELECTRICAL,SERVICE,14040903,14040902,14040902,6
197567,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040901,14041022,14041022,6
197554/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14041007,14041017,14041023,9
197554,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14040901,14041108,14041108,10
197553/2,Comp_A,SAFETY VALVE,CRAFT,PREVENTIVE MAINTENANCE,14041102,14041105,14041105,4
197553/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14041007,14041007,14041023,17
197553,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14040901,14041108,14041108,10
197552/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14041007,14041016,14041023,6
197552,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14040901,14041108,14041108,10
197551/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14041007,14041016,14041023,6
197551,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14040901,14041108,14041108,10
197531,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040901,14040903,14040903,5
197518,Comp_E,COMPRESSOR,MACHINERY,CORRECTIVE,14040830,14040829,14040829,18
197377/1,Comp_E,BLOWER & FAN,ELECTRICAL,CORRECTIVE,14040826,14040910,14040910,6
197377,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14040826,14040902,14040911,6
197362,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040825,14041020,14041020,6
197361,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040825,14041021,14041021,6
197360,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040825,14041023,14041023,6
197359,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040825,14041020,14041020,6
197065,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040818,14041021,14041021,6
197063,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040818,14041023,14041023,6
196694/1,Comp_A,COMPRESSOR,WORKSHOP,CORRECTIVE,14040811,14040817,14040819,11
196694,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040810,14040812,14040812,5
196636,Comp_E,PUMP,ELECTRICAL,CORRECTIVE,14040807,14040807,14040807,4
196537,Comp_B,COMPRESSOR,MACHINERY,CORRECTIVE,14040806,14040806,14040806,4
196533,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040805,14041002,14041002,2
196498,Comp_A,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14040805,14040804,14040804,2
196496,Comp_E,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14040805,14040804,14040804,2
196440/1,Comp_B,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14040811,14040818,14040826,9
196439/1,Comp_B,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14040811,14040818,14040826,8
196438/1,Comp_B,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14040811,14040818,14040826,9
196358/2,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040803,14040803,14040803,5
196358/1/1,Comp_C,COMPRESSOR,CRAFT,CORRECTIVE,14040803,14040803,14040803,8
196358/1,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14040803,14040803,14040803,30
196358,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040803,14040803,14040803,10
196083,Comp_B,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040728,14040728,14040728,2
196054,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040727,14040727,14040727,6
196042/8,Comp_E,COMPRESSOR,CRAFT,CORRECTIVE,14040813,14040813,14040813,4
196042/6,Comp_E,COMPRESSOR,Condition Monitoring,CORRECTIVE,14040808,14040814,14040814,2
196042/5,Comp_E,COMPRESSOR,WORKSHOP,CORRECTIVE,14040807,14040812,14040812,5
196042/4,Comp_E,COMPRESSOR,CRAFT,CORRECTIVE,14040807,14040813,14040813,4
196042/3,Comp_E,COMPRESSOR,WORKSHOP,CORRECTIVE,14040805,14040805,14040805,1
196042/2,Comp_E,COMPRESSOR,WORKSHOP,CORRECTIVE,14040730,14040814,14040814,3
196042/1,Comp_E,COMPRESSOR,ELECTRICAL,CORRECTIVE,14040728,14040729,14040729,4
196042,Comp_E,COMPRESSOR,MACHINERY,CORRECTIVE,14040727,14040727,14040814,182
196040/1,Comp_D,COMPRESSOR,CRAFT,CORRECTIVE,14040728,14040728,14040728,8
196040,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040727,14040730,14040730,5
195941,Comp_E,BLOWER & FAN,ELECTRICAL,CORRECTIVE,14040726,14040730,14040730,3
195940,Comp_E,ELECTRICAL SWITCH,ELECTRICAL,CORRECTIVE,14040726,14040727,14040727,8
195867,Comp_D,COMPRESSOR,CRAFT,SERVICE MAINTENANCE,14040723,14040729,14040729,8
195866,Comp_D,COMPRESSOR,WORKSHOP,SERVICE MAINTENANCE,14040723,14040724,14040724,4
195497,Comp_B,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14040715,14040716,14040716,2
195496,Comp_C,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14040715,14040716,14040716,2
195415,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040714,14041024,14041024,8
195412,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040714,14041024,14041024,8
195411,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040714,14041023,14041023,6
195232,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040711,14040711,14040711,4
195227,Comp_A,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14040711,14040710,14040710,9
195209,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040710,14041024,14041024,8
195208,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040710,14041024,14041024,8
195204,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040710,14041023,14041023,6
195203,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14040710,14041024,14041024,8
194920,Comp_D,COMPRESSOR,WORKSHOP,SERVICE MAINTENANCE,14040705,14040709,14040721,18
194886/1,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14040703,14040707,14040707,12
194886,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14040703,14040703,14040703,2
194877,Comp_D,ELECTRIC MOTOR,CRAFT,SERVICE,14040702,14040716,14040716,10
194663,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040630,14040630,14040630,5
193591/4,Comp_D,COMPRESSOR,CRAFT,CORRECTIVE,14040626,14040629,14040629,8
193591/3,Comp_D,COMPRESSOR,ELECTRICAL,CORRECTIVE,14040622,14040623,14040625,14
193591/2,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040622,14040618,14040622,12
193591/1,Comp_D,COMPRESSOR,ELECTRICAL,CORRECTIVE,14040622,14040624,14040624,4
193591,Comp_D,COMPRESSOR,ELECTRICAL,CORRECTIVE,14040618,14040622,14040626,16
193243/2,Comp_D,COMPRESSOR,CRAFT,CORRECTIVE,14040623,14040629,14040629,36
193243/1,Comp_D,COMPRESSOR,CRAFT,CORRECTIVE,14040618,14040618,14040618,8
193243,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14040615,14040618,14040630,71
193242,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040615,14040710,14040710,21
193239/4,Comp_D,COMPRESSOR,CRAFT,CORRECTIVE,14040702,14040707,14040707,8
193239/3,Comp_D,COMPRESSOR,WORKSHOP,CORRECTIVE,14040626,14040629,14040629,30
193239/2,Comp_D,COMPRESSOR,WORKSHOP,CORRECTIVE,14040624,14040625,14040625,24
193239/1,Comp_D,COMPRESSOR,CRAFT,CORRECTIVE,14040624,14040629,14040629,36
193239,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040615,14040629,14040629,35
193204,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040613,14040615,14040615,10
192976,Comp_A,HEAT EXCHANGER,FIX MECHANICAL,CORRECTIVE,14040609,14040615,14040615,5
192875,Comp_A,COMPRESSOR,INSTRUMENT,SERVICE,14040608,14040608,14040608,2
192735,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040602,14040602,14040602,2
192729,Comp_E,COMPRESSOR,Condition Monitoring,CORRECTIVE,14040602,14040602,14040602,2
192046,Comp_E,COMPRESSOR,Condition Monitoring,CORRECTIVE,14040512,14040512,14040512,3
191060,Comp_D,HEAT EXCHANGER,CRAFT,SERVICE,14040430,14040430,14040430,10
190766,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040428,14040430,14040430,5
189921,Comp_A,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040418,14040423,14040423,4
189381/1,Comp_D,COMPRESSOR,WORKSHOP,CORRECTIVE,14040428,14040429,14040429,16
189381,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040416,14040430,14040430,5
189334,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040414,14040414,14040414,5
189236,Comp_A,COMPRESSOR,MACHINERY,CORRECTIVE,14040410,14040415,14040415,6
189197/1,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14040412,14040412,14040412,12
189197,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14040410,14040412,14040412,4
189185,Comp_E,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14040409,14040404,14040404,2
189184,Comp_A,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14040409,14040404,14040404,2
189181/2,Comp_E,ELECTRIC MOTOR,CRAFT,CORRECTIVE,14040412,14040412,14040412,6
189181/1,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14040410,14040411,14040412,24
189181,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14040409,14040409,14040412,5
188952,Comp_C,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040407,14040410,14040410,5
188910,Comp_A,SAFETY VALVE,FIX MECHANICAL,CORRECTIVE,14040407,14040407,14040407,5
188808,Comp_D,INDICATOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14040404,14040405,14040405,2
188807,Comp_D,INDICATOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14040404,14040523,14040523,1
188806,Comp_D,INSTRUMENT SWITCH,INSTRUMENT,PREVENTIVE MAINTENANCE,14040404,14040414,14040414,4
188805,Comp_D,INDICATOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14040404,14040615,14040615,2
188804,Comp_D,INDICATOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14040404,14040405,14040405,2
188801,Comp_D,INDICATOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14040404,14040405,14040405,3
188242,Comp_E,COMPRESSOR,Condition Monitoring,CORRECTIVE,14040321,14040321,14040321,2
188222,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14040320,14040404,14040404,4
187898,Comp_D,COMPRESSOR,WORKSHOP,SERVICE,14040313,14040313,14040313,2
187708,Comp_A,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040311,14040311,14040311,2
187707,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040311,14040311,14040311,10
187364,Comp_A,COMPRESSOR,Condition Monitoring,SERVICE MAINTENANCE,14040303,14040220,14040220,4
187285,Comp_B,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14040301,14040301,14040301,2
187284,Comp_C,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14040301,14040301,14040301,2
186602,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040217,14040230,14040230,1
186434,Comp_D,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14040214,14040301,14040301,2
186338,Comp_B,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040212,14040213,14040213,0
186029,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14040204,14040204,14040204,42
186013,Comp_B,HEAT EXCHANGER,FIX MECHANICAL,CORRECTIVE,14040203,14040114,14040114,5
185984,Comp_D,COMPRESSOR,ELECTRICAL,CORRECTIVE,14040203,14040202,14040202,2
185730,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14040127,14040127,14040127,6
184941,Comp_C,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14040121,14040123,14040123,5
184487/1,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040120,14040120,14040120,2
184487,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14040118,14040118,14040118,2
184446,Comp_D,COMPRESSOR,ELECTRICAL,CORRECTIVE,14040117,14040117,14040117,6
184123,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14031229,14031229,14031230,2
184073,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14031227,14031227,14031227,8
184047,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14031227,14031227,14031227,3
184010,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14031226,14031226,14031226,5
183903,Comp_D,ELECTRIC MOTOR,Condition Monitoring,CORRECTIVE,14031222,14031222,14031222,2
183832,Comp_E,COMPRESSOR,Condition Monitoring,SERVICE,14031220,14031220,14031220,1
183782/2,Comp_B,COMPRESSOR,WORKSHOP,CORRECTIVE,14031219,14031220,14031221,5
183782/1,Comp_B,COMPRESSOR,CRAFT,CORRECTIVE,14031218,14031218,14031218,8
183782,Comp_B,COMPRESSOR,MACHINERY,CORRECTIVE,14031218,14031218,14031218,18
183624,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14031212,14031208,14031208,17
183623,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14031212,14031209,14031209,25
183622,Comp_B,COMPRESSOR,MACHINERY,CORRECTIVE,14031212,14031207,14031207,16
183505/2,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14040105,14040105,14040105,9
183505/1,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14031208,14031207,14040104,36
183505,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14031208,14031208,14040106,24
183399,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14031206,14031205,14031205,8
183359,Comp_D,COMPRESSOR,MACHINERY,CONDITION MONOTORING,14031204,14031205,14031205,8
183156,Comp_C,ELECTRIC MOTOR,INSTRUMENT,CORRECTIVE,14031129,14031129,14031129,1
183094,Comp_C,HEAT EXCHANGER,FIX MECHANICAL,CORRECTIVE,14031128,14031127,14031127,5
183057,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14031127,14031127,14031127,1
183045,Comp_D,INSTRUMENT SWITCH,INSTRUMENT,CORRECTIVE,14031127,14031127,14031127,1
182985,Comp_D,PUMP,Condition Monitoring,CORRECTIVE,14031126,14031126,14031126,2
182974,Comp_D,COMPRESSOR,ELECTRICAL,CORRECTIVE,14031125,14031125,14031125,3
182969/5,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14031125,14031130,14031201,12
182969/4,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14031125,14031125,14031125,6
182969/3,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14031125,14031125,14031125,1
182969/2/1/2,Comp_D,ELECTRIC MOTOR,WORKSHOP,CORRECTIVE,14031213,14031215,14031225,20
182969/2/1/1,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14031213,14031225,14031226,24
182969/2/1,Comp_D,ELECTRIC MOTOR,WORKSHOP,CORRECTIVE,14031129,14031128,14031208,12
182969/2,Comp_D,ELECTRIC MOTOR,MACHINERY,CORRECTIVE,14031124,14031125,14031129,15
182969/1,Comp_D,ELECTRIC MOTOR,FIX MECHANICAL,CORRECTIVE,14031124,14031125,14031125,8
182969,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14031124,14031124,14031125,6
182930/1/9,Comp_E,PUMP,ELECTRICAL,CORRECTIVE,14040110,14040112,14040112,12
182930/1/8,Comp_E,PUMP,ELECTRICAL,CORRECTIVE,14040110,14040112,14040112,8
182930/1/7,Comp_E,PUMP,FIX MECHANICAL,CORRECTIVE,14040110,14040117,14040117,5
182930/1/6,Comp_E,PUMP,CRAFT,CORRECTIVE,14040110,14040111,14040111,6
182930/1/5,Comp_E,PUMP,ELECTRICAL,CORRECTIVE,14031201,14031204,14031204,12
182930/1/3,Comp_E,PUMP,FIX MECHANICAL,CORRECTIVE,14031123,14031127,14031127,5
182930/1/2,Comp_E,PUMP,ELECTRICAL,CORRECTIVE,14031123,14031125,14031125,3
182930/1/1/1,Comp_E,PUMP,WORKSHOP,CORRECTIVE,14031128,14031212,14031212,6
182930/1/1,Comp_E,PUMP,WORKSHOP,CORRECTIVE,14031123,14031129,14040102,13
182930/1,Comp_E,PUMP,MACHINERY,CORRECTIVE,14031123,14031125,14040111,2
182930,Comp_E,PUMP,Condition Monitoring,CORRECTIVE,14031123,14031122,14031122,2
182917,Comp_E,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14031123,14031123,14031123,3
182887/6,Comp_A,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14031212,14031213,14031213,10
182887/5,Comp_A,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14031205,14031212,14031212,12
182887/4,Comp_A,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14031205,14031208,14031208,12
182887/2,Comp_A,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14031130,14031204,14031204,8
182887/1,Comp_A,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14031129,14031130,14031130,8
182887,Comp_A,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14031123,14031123,14031130,25
182886/4,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14040313,14040317,14040321,20
182886/3,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14040313,14040313,14040313,8
182886/2,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14040131,14040201,14040201,8
182886/1,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14031218,14031219,14031219,8
182886,Comp_A,COMPRESSOR,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14031123,14040402,14040402,125
182885/3,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14040312,14040312,14040312,2
182885/2,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14040206,14040206,14040207,8
182885/1,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14031128,14031129,14031129,8
182885,Comp_A,COMPRESSOR,MACHINERY,PREVENTIVE MAINTENANCE,14031123,14031129,14040402,98
182861/1,Comp_A,COMPRESSOR,CRAFT,CORRECTIVE,14031123,14031123,14031123,8
182861,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14031123,14031124,14031124,5
182858,Comp_B,COMPRESSOR,INSTRUMENT,CORRECTIVE,14031122,14031124,14031124,1
182855,Comp_E,COMPRESSOR,Condition Monitoring,CORRECTIVE,14031122,14031122,14031122,2
182823,Comp_A,COMPRESSOR,MACHINERY,CORRECTIVE,14031120,14031122,14031122,28
182284,Comp_A,ELECTRIC MOTOR,ELECTRICAL,CONDITION MONOTORING,14031105,14031106,14031106,4
182252,Comp_B,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14031104,14031104,14031104,3
182251,Comp_A,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14031104,14031104,14031104,3
182250,Comp_C,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14031104,14031104,14031104,4
182182,Comp_A,COMPRESSOR,INSTRUMENT,CORRECTIVE,14031102,14031102,14031102,6
182109,Comp_E,COMPRESSOR,CRAFT,SERVICE,14031101,14031103,14031103,8
182002,Comp_A,COMPRESSOR,MACHINERY,CORRECTIVE,14031027,14031027,14031027,6
181991/1,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14031027,14031201,14031204,2
181991,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14031027,14031027,14031027,4
181956,Comp_A,COMPRESSOR,INSTRUMENT,CORRECTIVE,14031026,14031026,14031026,0
181844/3,Comp_D,COMPRESSOR,WORKSHOP,CORRECTIVE,14031115,14031121,14031123,10
181844/1/1,Comp_D,COMPRESSOR,WORKSHOP,CORRECTIVE,14031024,14031106,14031106,12
181844/1,Comp_D,COMPRESSOR,WORKSHOP,CORRECTIVE,14031024,14031029,14031114,36
181844,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14031022,14031024,14031024,10
181820,Comp_C,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14031022,14031023,14031023,5
181819,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14031022,14031023,14031023,5
181487/1,Comp_A,COMPRESSOR,ELECTRICAL,CORRECTIVE,14031015,14031016,14031016,9
181487,Comp_A,COMPRESSOR,ELECTRICAL,CORRECTIVE,14031013,14031013,14031015,16
181355,Comp_A,HEAT EXCHANGER,FIX MECHANICAL,CORRECTIVE,14031011,14031010,14031010,10
181307/1,Comp_A,HEAT EXCHANGER,CRAFT,CORRECTIVE,14031010,14031011,14031011,8
181307,Comp_A,HEAT EXCHANGER,MACHINERY,CORRECTIVE,14031010,14031011,14031011,12
180978,Comp_A,SAFETY VALVE,WORKSHOP,OVERHAUL,14031004,14030927,14030928,5
180977,Comp_A,SAFETY VALVE,WORKSHOP,OVERHAUL,14031004,14030922,14030924,11
180976,Comp_B,SAFETY VALVE,WORKSHOP,OVERHAUL,14031004,14031004,14031008,5
180975,Comp_B,SAFETY VALVE,WORKSHOP,OVERHAUL,14031004,14031004,14031008,5
180926,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14031004,14031004,14031004,8
180505,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030925,14030925,14030925,1
180504,Comp_B,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030925,14030925,14030925,1
179524,Comp_D,COMPRESSOR,MACHINERY,SERVICE,14030903,14030904,14030905,16
179518,Comp_A,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030903,14030903,14030903,2
179482,Comp_B,ELECTRIC MOTOR,ELECTRICAL,SERVICE,14030903,14030901,14030901,2
179470,Comp_A,VALVE,FIX MECHANICAL,CORRECTIVE,14030902,14030903,14030903,10
179459,Comp_E,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14030901,14030827,14030901,17
179457,Comp_E,ELECTRICAL SWITCH,ELECTRICAL,CORRECTIVE,14030901,14030901,14030901,6
179446,Comp_A,HEAT EXCHANGER,FIX MECHANICAL,CORRECTIVE,14030901,14030903,14030903,5
179444/2,Comp_A,COMPRESSOR,WORKSHOP,CORRECTIVE,14030904,14030905,14030905,1
179444/1,Comp_A,COMPRESSOR,CRAFT,CORRECTIVE,14030902,14030904,14030904,12
179444,Comp_A,COMPRESSOR,MACHINERY,CORRECTIVE,14030901,14030903,14030903,20
179441,Comp_A,INSTRUMENT SWITCH,INSTRUMENT,CORRECTIVE,14030901,14030901,14030901,0
179440,Comp_B,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030901,14030901,14030901,6
179416,Comp_A,VALVE,FIX MECHANICAL,CORRECTIVE,14030830,14030903,14030903,5
179370,Comp_A,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030830,14030830,14030830,2
179292/2,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030828,14030907,14030907,12
179292/1,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030828,14030829,14030829,6
179292,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030828,14030828,14030911,18
179291,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030828,14030828,14030828,1
179280,Comp_E,ELECTRIC MOTOR,Condition Monitoring,SERVICE,14030828,14030903,14030903,3
179231,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030827,14030829,14030829,5
178922,Comp_D,HEAT EXCHANGER,MECHANICAL SHIFT,CORRECTIVE,14030820,14030820,14030820,3
178831/2,Comp_D,COMPRESSOR,WORKSHOP,CORRECTIVE,14030820,14030821,14030821,1
178831/1,Comp_D,COMPRESSOR,WORKSHOP,CORRECTIVE,14030820,14030820,14030821,18
178831,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030819,14030821,14030821,5
